using device: cpu
Loading pretrained GPT-2 model: gpt2
loaded 338025 tokens
1 epoch = 165 batches
Using OneCycleLR scheduler with max_lr=0.0007 and total_steps=20000
step 0, loss: 4.9285, current_lr: 0.000028
step 225, loss: 3.4193, current_lr: 0.000030
step 226, loss: 3.4573, current_lr: 0.000030
step 227, loss: 3.0041, current_lr: 0.000030
Saved best model with loss: 3.0041 to fine_tuned_gpt2\gpt2_finetuned_best_loss_3.0041.pt
step 228, loss: 3.5580, current_lr: 0.000030
step 229, loss: 3.1808, current_lr: 0.000030
step 230, loss: 3.4951, current_lr: 0.000030
step 231, loss: 3.6310, current_lr: 0.000030
step 232, loss: 3.5949, current_lr: 0.000030
step 233, loss: 3.7570, current_lr: 0.000031
step 234, loss: 3.4768, current_lr: 0.000031
step 235, loss: 3.3025, current_lr: 0.000031
step 236, loss: 3.7347, current_lr: 0.000031
step 237, loss: 3.2402, current_lr: 0.000031
step 238, loss: 3.4950, current_lr: 0.000031
step 239, loss: 3.3224, current_lr: 0.000031
step 240, loss: 3.6541, current_lr: 0.000031
step 241, loss: 3.3832, current_lr: 0.000031
step 242, loss: 3.4112, current_lr: 0.000031
step 243, loss: 3.2498, current_lr: 0.000031
step 244, loss: 3.2789, current_lr: 0.000031
step 245, loss: 3.3887, current_lr: 0.000031
step 246, loss: 3.3468, current_lr: 0.000031
step 247, loss: 3.7114, current_lr: 0.000031
step 248, loss: 3.5003, current_lr: 0.000031
step 249, loss: 3.5112, current_lr: 0.000031
step 250, loss: 3.0511, current_lr: 0.000031
step 251, loss: 3.0974, current_lr: 0.000031
step 252, loss: 3.4927, current_lr: 0.000031
step 253, loss: 3.6562, current_lr: 0.000031
step 254, loss: 3.7405, current_lr: 0.000031
step 255, loss: 3.3600, current_lr: 0.000031
step 256, loss: 3.6625, current_lr: 0.000031
step 257, loss: 3.5987, current_lr: 0.000031
step 258, loss: 3.2865, current_lr: 0.000031
step 259, loss: 2.8390, current_lr: 0.000031
Saved best model with loss: 2.8390 to fine_tuned_gpt2\gpt2_finetuned_best_loss_2.8390.pt
step 260, loss: 3.4338, current_lr: 0.000031
step 261, loss: 3.3609, current_lr: 0.000031
step 262, loss: 3.4728, current_lr: 0.000031
step 263, loss: 3.3094, current_lr: 0.000031
step 264, loss: 3.2776, current_lr: 0.000031
step 265, loss: 3.2599, current_lr: 0.000031
step 266, loss: 3.5442, current_lr: 0.000031
step 267, loss: 3.1772, current_lr: 0.000031
step 268, loss: 3.4784, current_lr: 0.000031
step 269, loss: 3.8124, current_lr: 0.000031
step 270, loss: 3.9361, current_lr: 0.000031
step 271, loss: 3.8076, current_lr: 0.000031
step 272, loss: 3.7603, current_lr: 0.000031
step 273, loss: 3.8445, current_lr: 0.000031
step 274, loss: 3.6293, current_lr: 0.000031
step 275, loss: 3.8654, current_lr: 0.000032
step 276, loss: 3.9015, current_lr: 0.000032
step 277, loss: 3.9172, current_lr: 0.000032
step 278, loss: 3.9440, current_lr: 0.000032
step 279, loss: 3.6699, current_lr: 0.000032
step 280, loss: 3.9159, current_lr: 0.000032
step 281, loss: 3.4856, current_lr: 0.000032
step 282, loss: 3.7094, current_lr: 0.000032
step 283, loss: 3.5920, current_lr: 0.000032
step 284, loss: 3.5019, current_lr: 0.000032
step 285, loss: 3.7581, current_lr: 0.000032
step 286, loss: 3.8057, current_lr: 0.000032
step 287, loss: 3.6606, current_lr: 0.000032
step 288, loss: 3.7948, current_lr: 0.000032
step 289, loss: 3.2404, current_lr: 0.000032
step 290, loss: 3.7980, current_lr: 0.000032
step 291, loss: 3.4092, current_lr: 0.000032
step 292, loss: 3.0056, current_lr: 0.000032
step 293, loss: 3.2416, current_lr: 0.000032
step 294, loss: 3.4371, current_lr: 0.000032
step 295, loss: 3.5366, current_lr: 0.000032
step 296, loss: 3.6186, current_lr: 0.000032
step 297, loss: 3.5469, current_lr: 0.000032
step 298, loss: 3.1781, current_lr: 0.000032
step 299, loss: 3.6737, current_lr: 0.000032
step 300, loss: 3.1883, current_lr: 0.000032
step 301, loss: 3.3454, current_lr: 0.000032
step 302, loss: 3.4131, current_lr: 0.000032
step 303, loss: 3.2771, current_lr: 0.000032
step 304, loss: 3.3135, current_lr: 0.000032
step 305, loss: 3.2441, current_lr: 0.000032
step 306, loss: 3.3956, current_lr: 0.000032
step 307, loss: 3.8725, current_lr: 0.000032
step 308, loss: 3.6784, current_lr: 0.000032
step 309, loss: 3.5748, current_lr: 0.000032
step 310, loss: 3.5173, current_lr: 0.000032
step 311, loss: 3.2782, current_lr: 0.000032
step 312, loss: 3.2450, current_lr: 0.000033
step 313, loss: 2.9619, current_lr: 0.000033
step 314, loss: 3.4614, current_lr: 0.000033
step 315, loss: 3.4804, current_lr: 0.000033
step 316, loss: 3.4060, current_lr: 0.000033
step 317, loss: 3.2152, current_lr: 0.000033
step 318, loss: 3.3105, current_lr: 0.000033
step 319, loss: 3.0687, current_lr: 0.000033
step 320, loss: 3.1086, current_lr: 0.000033
step 321, loss: 3.1525, current_lr: 0.000033
step 322, loss: 2.9943, current_lr: 0.000033
step 323, loss: 2.8076, current_lr: 0.000033
Saved best model with loss: 2.8076 to fine_tuned_gpt2\gpt2_finetuned_best_loss_2.8076.pt
step 324, loss: 3.4143, current_lr: 0.000033
step 325, loss: 3.6907, current_lr: 0.000033
step 326, loss: 3.7424, current_lr: 0.000033
step 327, loss: 3.8345, current_lr: 0.000033
step 328, loss: 3.2478, current_lr: 0.000033
step 329, loss: 3.3054, current_lr: 0.000033
step 330, loss: 3.5908, current_lr: 0.000033
step 331, loss: 3.5019, current_lr: 0.000033
step 332, loss: 3.1928, current_lr: 0.000033
step 333, loss: 3.5549, current_lr: 0.000033
step 334, loss: 3.5897, current_lr: 0.000033
step 335, loss: 3.4436, current_lr: 0.000033
step 336, loss: 3.4215, current_lr: 0.000033
step 337, loss: 3.5433, current_lr: 0.000033
step 338, loss: 3.2682, current_lr: 0.000033
step 339, loss: 3.4025, current_lr: 0.000033
step 340, loss: 3.3932, current_lr: 0.000033
step 341, loss: 2.9359, current_lr: 0.000033
step 342, loss: 3.3682, current_lr: 0.000033
step 343, loss: 3.2672, current_lr: 0.000033
step 344, loss: 3.3555, current_lr: 0.000033
step 345, loss: 3.0276, current_lr: 0.000034
step 346, loss: 3.2402, current_lr: 0.000034
step 347, loss: 3.1757, current_lr: 0.000034
step 348, loss: 3.3950, current_lr: 0.000034
step 349, loss: 3.3382, current_lr: 0.000034
step 350, loss: 3.6026, current_lr: 0.000034
step 351, loss: 3.3960, current_lr: 0.000034
step 352, loss: 3.3445, current_lr: 0.000034
step 353, loss: 3.4271, current_lr: 0.000034
step 354, loss: 3.1902, current_lr: 0.000034
step 355, loss: 3.0855, current_lr: 0.000034
step 356, loss: 3.2732, current_lr: 0.000034
step 357, loss: 3.3022, current_lr: 0.000034
step 358, loss: 3.3574, current_lr: 0.000034
step 359, loss: 2.9910, current_lr: 0.000034
step 360, loss: 3.3261, current_lr: 0.000034
step 361, loss: 3.3066, current_lr: 0.000034
step 362, loss: 3.0272, current_lr: 0.000034
step 363, loss: 2.9533, current_lr: 0.000034
step 364, loss: 3.1665, current_lr: 0.000034
step 365, loss: 3.0877, current_lr: 0.000034
step 366, loss: 3.4937, current_lr: 0.000034
step 367, loss: 3.4789, current_lr: 0.000034
step 368, loss: 3.3282, current_lr: 0.000034
step 369, loss: 2.9891, current_lr: 0.000034
step 370, loss: 3.5392, current_lr: 0.000034
step 371, loss: 3.0863, current_lr: 0.000034
step 372, loss: 2.9934, current_lr: 0.000034
step 373, loss: 3.0317, current_lr: 0.000034
step 374, loss: 3.4234, current_lr: 0.000034
step 375, loss: 3.3318, current_lr: 0.000034
step 376, loss: 3.3810, current_lr: 0.000035
step 377, loss: 3.7085, current_lr: 0.000035
step 378, loss: 3.5172, current_lr: 0.000035
step 379, loss: 3.5794, current_lr: 0.000035
step 380, loss: 3.5367, current_lr: 0.000035
step 381, loss: 3.6414, current_lr: 0.000035
step 382, loss: 3.4965, current_lr: 0.000035
step 383, loss: 3.2391, current_lr: 0.000035
step 384, loss: 3.3087, current_lr: 0.000035
step 385, loss: 3.6221, current_lr: 0.000035
step 386, loss: 3.5030, current_lr: 0.000035
step 387, loss: 3.4418, current_lr: 0.000035
step 388, loss: 3.4272, current_lr: 0.000035
step 389, loss: 3.3604, current_lr: 0.000035
step 390, loss: 3.2949, current_lr: 0.000035
step 391, loss: 3.3157, current_lr: 0.000035
step 392, loss: 2.8948, current_lr: 0.000035
step 393, loss: 3.4354, current_lr: 0.000035
step 394, loss: 3.0683, current_lr: 0.000035
step 395, loss: 3.3618, current_lr: 0.000035
step 396, loss: 3.4822, current_lr: 0.000035
step 397, loss: 3.4610, current_lr: 0.000035
step 398, loss: 3.6040, current_lr: 0.000035
step 399, loss: 3.3425, current_lr: 0.000035
step 400, loss: 3.1820, current_lr: 0.000035
step 401, loss: 3.5990, current_lr: 0.000035
step 402, loss: 3.1341, current_lr: 0.000035
step 403, loss: 3.3502, current_lr: 0.000035
step 404, loss: 3.1855, current_lr: 0.000036
step 405, loss: 3.5249, current_lr: 0.000036
step 406, loss: 3.2404, current_lr: 0.000036
step 407, loss: 3.2712, current_lr: 0.000036
step 408, loss: 3.1033, current_lr: 0.000036
step 409, loss: 3.1606, current_lr: 0.000036
step 410, loss: 3.2469, current_lr: 0.000036
step 411, loss: 3.1835, current_lr: 0.000036
step 412, loss: 3.5621, current_lr: 0.000036
step 413, loss: 3.3497, current_lr: 0.000036
step 414, loss: 3.3995, current_lr: 0.000036
step 415, loss: 2.9396, current_lr: 0.000036
step 416, loss: 2.9951, current_lr: 0.000036
step 417, loss: 3.3622, current_lr: 0.000036
step 418, loss: 3.5240, current_lr: 0.000036
step 419, loss: 3.5988, current_lr: 0.000036
step 420, loss: 3.2427, current_lr: 0.000036
step 421, loss: 3.5258, current_lr: 0.000036
step 422, loss: 3.4650, current_lr: 0.000036
step 423, loss: 3.1480, current_lr: 0.000036
step 424, loss: 2.7471, current_lr: 0.000036
Saved best model with loss: 2.7471 to fine_tuned_gpt2\gpt2_finetuned_best_loss_2.7471.pt
step 425, loss: 3.2962, current_lr: 0.000036
step 426, loss: 3.2186, current_lr: 0.000036
step 427, loss: 3.3237, current_lr: 0.000036
step 428, loss: 3.1760, current_lr: 0.000036
step 429, loss: 3.1437, current_lr: 0.000036
step 430, loss: 3.1270, current_lr: 0.000037
step 431, loss: 3.3889, current_lr: 0.000037
step 432, loss: 3.0476, current_lr: 0.000037
step 433, loss: 3.3305, current_lr: 0.000037
step 434, loss: 3.6373, current_lr: 0.000037
step 435, loss: 3.7825, current_lr: 0.000037
step 436, loss: 3.6549, current_lr: 0.000037
step 437, loss: 3.5919, current_lr: 0.000037
step 438, loss: 3.7049, current_lr: 0.000037
step 439, loss: 3.4893, current_lr: 0.000037
step 440, loss: 3.7159, current_lr: 0.000037
step 441, loss: 3.7495, current_lr: 0.000037
step 442, loss: 3.7787, current_lr: 0.000037
step 443, loss: 3.8119, current_lr: 0.000037
step 444, loss: 3.5214, current_lr: 0.000037
step 445, loss: 3.7579, current_lr: 0.000037
step 446, loss: 3.3332, current_lr: 0.000037
step 447, loss: 3.5742, current_lr: 0.000037
step 448, loss: 3.4468, current_lr: 0.000037
step 449, loss: 3.3699, current_lr: 0.000037
step 450, loss: 3.6204, current_lr: 0.000037
step 451, loss: 3.6593, current_lr: 0.000037
step 452, loss: 3.5189, current_lr: 0.000037
step 453, loss: 3.6431, current_lr: 0.000037
step 454, loss: 3.0471, current_lr: 0.000037
step 455, loss: 3.6185, current_lr: 0.000038
step 456, loss: 3.2491, current_lr: 0.000038
step 457, loss: 2.8364, current_lr: 0.000038
step 458, loss: 3.1082, current_lr: 0.000038
step 459, loss: 3.3173, current_lr: 0.000038
step 460, loss: 3.4188, current_lr: 0.000038
step 461, loss: 3.4937, current_lr: 0.000038
step 462, loss: 3.4066, current_lr: 0.000038
step 463, loss: 3.0631, current_lr: 0.000038
step 464, loss: 3.5629, current_lr: 0.000038
step 465, loss: 3.0503, current_lr: 0.000038
step 466, loss: 3.1904, current_lr: 0.000038
step 467, loss: 3.3007, current_lr: 0.000038
step 468, loss: 3.1588, current_lr: 0.000038
step 469, loss: 3.1945, current_lr: 0.000038
step 470, loss: 3.1325, current_lr: 0.000038
step 471, loss: 3.2805, current_lr: 0.000038
step 472, loss: 3.7367, current_lr: 0.000038
step 473, loss: 3.5398, current_lr: 0.000038
step 474, loss: 3.4106, current_lr: 0.000038
step 475, loss: 3.3473, current_lr: 0.000038
step 476, loss: 3.1239, current_lr: 0.000038
step 477, loss: 3.1172, current_lr: 0.000038
step 478, loss: 2.8545, current_lr: 0.000039
step 479, loss: 3.3197, current_lr: 0.000039
step 480, loss: 3.3159, current_lr: 0.000039
step 481, loss: 3.2669, current_lr: 0.000039
step 482, loss: 3.0827, current_lr: 0.000039
step 483, loss: 3.1718, current_lr: 0.000039
step 484, loss: 2.9190, current_lr: 0.000039
step 485, loss: 2.9692, current_lr: 0.000039
step 486, loss: 2.9926, current_lr: 0.000039
step 487, loss: 2.8489, current_lr: 0.000039
step 488, loss: 2.6732, current_lr: 0.000039
Saved best model with loss: 2.6732 to fine_tuned_gpt2\gpt2_finetuned_best_loss_2.6732.pt
step 489, loss: 3.2645, current_lr: 0.000039
step 490, loss: 3.5572, current_lr: 0.000039
step 491, loss: 3.6001, current_lr: 0.000039
step 492, loss: 3.6651, current_lr: 0.000039
step 493, loss: 3.0892, current_lr: 0.000039
step 494, loss: 3.1543, current_lr: 0.000039
step 495, loss: 3.4615, current_lr: 0.000039
step 496, loss: 3.3968, current_lr: 0.000039
step 497, loss: 3.1007, current_lr: 0.000039
step 498, loss: 3.4347, current_lr: 0.000039
step 499, loss: 3.4814, current_lr: 0.000039
step 500, loss: 3.3316, current_lr: 0.000039
step 501, loss: 3.3089, current_lr: 0.000040
step 502, loss: 3.4262, current_lr: 0.000040
step 503, loss: 3.1601, current_lr: 0.000040
step 504, loss: 3.2979, current_lr: 0.000040
step 505, loss: 3.2950, current_lr: 0.000040
step 506, loss: 2.8374, current_lr: 0.000040
step 507, loss: 3.2727, current_lr: 0.000040
step 508, loss: 3.1567, current_lr: 0.000040
step 509, loss: 3.2595, current_lr: 0.000040
step 510, loss: 2.9272, current_lr: 0.000040
step 511, loss: 3.1257, current_lr: 0.000040
step 512, loss: 3.0567, current_lr: 0.000040
step 513, loss: 3.2944, current_lr: 0.000040
step 514, loss: 3.2316, current_lr: 0.000040
step 515, loss: 3.4974, current_lr: 0.000040
step 516, loss: 3.2776, current_lr: 0.000040
step 517, loss: 3.2194, current_lr: 0.000040
step 518, loss: 3.3126, current_lr: 0.000040
step 519, loss: 3.0647, current_lr: 0.000040
step 520, loss: 2.9756, current_lr: 0.000040
step 521, loss: 3.1627, current_lr: 0.000040
step 522, loss: 3.1779, current_lr: 0.000041
step 523, loss: 3.2394, current_lr: 0.000041
step 524, loss: 2.8643, current_lr: 0.000041
step 525, loss: 3.2061, current_lr: 0.000041
step 526, loss: 3.1752, current_lr: 0.000041
step 527, loss: 2.9187, current_lr: 0.000041
step 528, loss: 2.8294, current_lr: 0.000041
step 529, loss: 3.0545, current_lr: 0.000041
step 530, loss: 2.9557, current_lr: 0.000041
step 531, loss: 3.3618, current_lr: 0.000041
step 532, loss: 3.3540, current_lr: 0.000041
step 533, loss: 3.1948, current_lr: 0.000041
step 534, loss: 2.8745, current_lr: 0.000041
step 535, loss: 3.4099, current_lr: 0.000041
step 536, loss: 2.9678, current_lr: 0.000041
step 537, loss: 2.8969, current_lr: 0.000041
step 538, loss: 2.9088, current_lr: 0.000041
