using device: cpu
Loading pretrained GPT-2 model: gpt2
loaded 338025 tokens
1 epoch = 165 batches
Using OneCycleLR scheduler with max_lr=0.0007 and total_steps=10000
step 0, loss: 4.9285, current_lr: 0.000028
step 225, loss: 3.4123, current_lr: 0.000037
step 226, loss: 3.4493, current_lr: 0.000037
step 227, loss: 2.9963, current_lr: 0.000038
Saved best model with loss: 2.9963 to fine_tuned_gpt2\gpt2_finetuned_best_loss_2.9963.pt
step 228, loss: 3.5546, current_lr: 0.000038
step 229, loss: 3.1746, current_lr: 0.000038
step 230, loss: 3.5017, current_lr: 0.000038
step 231, loss: 3.6319, current_lr: 0.000038
step 232, loss: 3.5901, current_lr: 0.000038
step 233, loss: 3.7493, current_lr: 0.000038
step 234, loss: 3.4728, current_lr: 0.000038
step 235, loss: 3.2990, current_lr: 0.000038
step 236, loss: 3.7352, current_lr: 0.000038
step 237, loss: 3.2526, current_lr: 0.000038
step 238, loss: 3.4950, current_lr: 0.000038
step 239, loss: 3.3190, current_lr: 0.000039
step 240, loss: 3.6508, current_lr: 0.000039
step 241, loss: 3.3806, current_lr: 0.000039
step 242, loss: 3.4078, current_lr: 0.000039
step 243, loss: 3.2432, current_lr: 0.000039
step 244, loss: 3.2832, current_lr: 0.000039
step 245, loss: 3.3844, current_lr: 0.000039
step 246, loss: 3.3398, current_lr: 0.000039
step 247, loss: 3.7065, current_lr: 0.000039
step 248, loss: 3.4929, current_lr: 0.000039
step 249, loss: 3.5043, current_lr: 0.000039
step 250, loss: 3.0754, current_lr: 0.000040
step 251, loss: 3.1041, current_lr: 0.000040
step 252, loss: 3.4855, current_lr: 0.000040
step 253, loss: 3.6472, current_lr: 0.000040
step 254, loss: 3.7322, current_lr: 0.000040
step 255, loss: 3.3560, current_lr: 0.000040
step 256, loss: 3.6558, current_lr: 0.000040
step 257, loss: 3.5910, current_lr: 0.000040
step 258, loss: 3.2840, current_lr: 0.000040
step 259, loss: 2.8411, current_lr: 0.000040
Saved best model with loss: 2.8411 to fine_tuned_gpt2\gpt2_finetuned_best_loss_2.8411.pt
step 260, loss: 3.4266, current_lr: 0.000040
step 261, loss: 3.3487, current_lr: 0.000041
step 262, loss: 3.4692, current_lr: 0.000041
step 263, loss: 3.3017, current_lr: 0.000041
step 264, loss: 3.2707, current_lr: 0.000041
step 265, loss: 3.2535, current_lr: 0.000041
step 266, loss: 3.5403, current_lr: 0.000041
step 267, loss: 3.1720, current_lr: 0.000041
step 268, loss: 3.4813, current_lr: 0.000041
step 269, loss: 3.8229, current_lr: 0.000041
step 270, loss: 3.9403, current_lr: 0.000041
step 271, loss: 3.8049, current_lr: 0.000042
step 272, loss: 3.7491, current_lr: 0.000042
step 273, loss: 3.8340, current_lr: 0.000042
step 274, loss: 3.6127, current_lr: 0.000042
step 275, loss: 3.8516, current_lr: 0.000042
step 276, loss: 3.8861, current_lr: 0.000042
step 277, loss: 3.8970, current_lr: 0.000042
step 278, loss: 3.9331, current_lr: 0.000042
step 279, loss: 3.6529, current_lr: 0.000042
step 280, loss: 3.9046, current_lr: 0.000042
step 281, loss: 3.4680, current_lr: 0.000043
step 282, loss: 3.7039, current_lr: 0.000043
step 283, loss: 3.5809, current_lr: 0.000043
step 284, loss: 3.4897, current_lr: 0.000043
step 285, loss: 3.7646, current_lr: 0.000043
step 286, loss: 3.7989, current_lr: 0.000043
step 287, loss: 3.6593, current_lr: 0.000043
step 288, loss: 3.7872, current_lr: 0.000043
step 289, loss: 3.2423, current_lr: 0.000043
step 290, loss: 3.8010, current_lr: 0.000043
step 291, loss: 3.4060, current_lr: 0.000044
step 292, loss: 3.0035, current_lr: 0.000044
step 293, loss: 3.2366, current_lr: 0.000044
step 294, loss: 3.4195, current_lr: 0.000044
step 295, loss: 3.5251, current_lr: 0.000044
step 296, loss: 3.5920, current_lr: 0.000044
step 297, loss: 3.5254, current_lr: 0.000044
step 298, loss: 3.1760, current_lr: 0.000044
step 299, loss: 3.6626, current_lr: 0.000044
step 300, loss: 3.1680, current_lr: 0.000045
step 301, loss: 3.3363, current_lr: 0.000045
step 302, loss: 3.3933, current_lr: 0.000045
step 303, loss: 3.2489, current_lr: 0.000045
step 304, loss: 3.2952, current_lr: 0.000045
step 305, loss: 3.2225, current_lr: 0.000045
step 306, loss: 3.3779, current_lr: 0.000045
step 307, loss: 3.8675, current_lr: 0.000045
step 308, loss: 3.6687, current_lr: 0.000045
step 309, loss: 3.5648, current_lr: 0.000046
step 310, loss: 3.5086, current_lr: 0.000046
step 311, loss: 3.2606, current_lr: 0.000046
step 312, loss: 3.2207, current_lr: 0.000046
step 313, loss: 2.9628, current_lr: 0.000046
step 314, loss: 3.4424, current_lr: 0.000046
step 315, loss: 3.4660, current_lr: 0.000046
step 316, loss: 3.3860, current_lr: 0.000046
step 317, loss: 3.2026, current_lr: 0.000046
step 318, loss: 3.2883, current_lr: 0.000047
step 319, loss: 3.0420, current_lr: 0.000047
step 320, loss: 3.0901, current_lr: 0.000047
step 321, loss: 3.1344, current_lr: 0.000047
step 322, loss: 2.9707, current_lr: 0.000047
step 323, loss: 2.7827, current_lr: 0.000047
Saved best model with loss: 2.7827 to fine_tuned_gpt2\gpt2_finetuned_best_loss_2.7827.pt
step 324, loss: 3.4075, current_lr: 0.000047
step 325, loss: 3.6979, current_lr: 0.000047
step 326, loss: 3.7417, current_lr: 0.000048
step 327, loss: 3.8339, current_lr: 0.000048
step 328, loss: 3.2396, current_lr: 0.000048
step 329, loss: 3.3042, current_lr: 0.000048
step 330, loss: 3.5949, current_lr: 0.000048
step 331, loss: 3.5045, current_lr: 0.000048
step 332, loss: 3.1923, current_lr: 0.000048
step 333, loss: 3.5527, current_lr: 0.000048
step 334, loss: 3.5879, current_lr: 0.000048
step 335, loss: 3.4341, current_lr: 0.000049
step 336, loss: 3.4087, current_lr: 0.000049
step 337, loss: 3.5215, current_lr: 0.000049
step 338, loss: 3.2521, current_lr: 0.000049
step 339, loss: 3.3792, current_lr: 0.000049
step 340, loss: 3.3783, current_lr: 0.000049
step 341, loss: 2.9364, current_lr: 0.000049
step 342, loss: 3.3574, current_lr: 0.000049
step 343, loss: 3.2520, current_lr: 0.000050
step 344, loss: 3.3419, current_lr: 0.000050
step 345, loss: 3.0124, current_lr: 0.000050
step 346, loss: 3.2253, current_lr: 0.000050
step 347, loss: 3.1564, current_lr: 0.000050
step 348, loss: 3.3853, current_lr: 0.000050
step 349, loss: 3.3267, current_lr: 0.000050
step 350, loss: 3.5841, current_lr: 0.000050
step 351, loss: 3.3783, current_lr: 0.000051
step 352, loss: 3.3136, current_lr: 0.000051
step 353, loss: 3.4455, current_lr: 0.000051
step 354, loss: 3.2120, current_lr: 0.000051
step 355, loss: 3.1051, current_lr: 0.000051
step 356, loss: 3.2940, current_lr: 0.000051
step 357, loss: 3.3132, current_lr: 0.000051
step 358, loss: 3.3500, current_lr: 0.000051
step 359, loss: 2.9828, current_lr: 0.000052
step 360, loss: 3.3241, current_lr: 0.000052
step 361, loss: 3.3004, current_lr: 0.000052
step 362, loss: 3.0265, current_lr: 0.000052
step 363, loss: 2.9738, current_lr: 0.000052
step 364, loss: 3.1608, current_lr: 0.000052
step 365, loss: 3.0742, current_lr: 0.000052
step 366, loss: 3.4743, current_lr: 0.000053
step 367, loss: 3.4506, current_lr: 0.000053
step 368, loss: 3.3015, current_lr: 0.000053
step 369, loss: 2.9816, current_lr: 0.000053
step 370, loss: 3.5224, current_lr: 0.000053
step 371, loss: 3.0796, current_lr: 0.000053
step 372, loss: 2.9766, current_lr: 0.000053
step 373, loss: 3.0110, current_lr: 0.000053
step 374, loss: 3.4021, current_lr: 0.000054
step 375, loss: 3.3041, current_lr: 0.000054
step 376, loss: 3.3606, current_lr: 0.000054
step 377, loss: 3.6995, current_lr: 0.000054
step 378, loss: 3.5201, current_lr: 0.000054
step 379, loss: 3.5651, current_lr: 0.000054
step 380, loss: 3.5399, current_lr: 0.000054
step 381, loss: 3.6167, current_lr: 0.000055
step 382, loss: 3.4772, current_lr: 0.000055
step 383, loss: 3.2333, current_lr: 0.000055
step 384, loss: 3.2987, current_lr: 0.000055
step 385, loss: 3.6094, current_lr: 0.000055
step 386, loss: 3.4806, current_lr: 0.000055
step 387, loss: 3.4243, current_lr: 0.000055
step 388, loss: 3.3975, current_lr: 0.000056
step 389, loss: 3.3322, current_lr: 0.000056
step 390, loss: 3.2757, current_lr: 0.000056
step 391, loss: 3.2911, current_lr: 0.000056
step 392, loss: 2.8593, current_lr: 0.000056
step 393, loss: 3.4128, current_lr: 0.000056
step 394, loss: 3.0395, current_lr: 0.000056
step 395, loss: 3.3614, current_lr: 0.000056
step 396, loss: 3.4761, current_lr: 0.000057
step 397, loss: 3.4365, current_lr: 0.000057
step 398, loss: 3.5868, current_lr: 0.000057
step 399, loss: 3.3294, current_lr: 0.000057
step 400, loss: 3.1614, current_lr: 0.000057
step 401, loss: 3.5850, current_lr: 0.000057
step 402, loss: 3.1300, current_lr: 0.000057
step 403, loss: 3.3313, current_lr: 0.000058
step 404, loss: 3.1640, current_lr: 0.000058
step 405, loss: 3.5140, current_lr: 0.000058
step 406, loss: 3.2330, current_lr: 0.000058
step 407, loss: 3.2570, current_lr: 0.000058
step 408, loss: 3.0782, current_lr: 0.000058
step 409, loss: 3.1531, current_lr: 0.000059
step 410, loss: 3.2316, current_lr: 0.000059
step 411, loss: 3.1638, current_lr: 0.000059
step 412, loss: 3.5366, current_lr: 0.000059
step 413, loss: 3.3313, current_lr: 0.000059
step 414, loss: 3.3855, current_lr: 0.000059
step 415, loss: 2.9713, current_lr: 0.000059
step 416, loss: 3.0028, current_lr: 0.000060
step 417, loss: 3.3368, current_lr: 0.000060
step 418, loss: 3.5095, current_lr: 0.000060
step 419, loss: 3.5769, current_lr: 0.000060
step 420, loss: 3.2248, current_lr: 0.000060
step 421, loss: 3.4992, current_lr: 0.000060
step 422, loss: 3.4335, current_lr: 0.000060
step 423, loss: 3.1281, current_lr: 0.000061
step 424, loss: 2.7500, current_lr: 0.000061
Saved best model with loss: 2.7500 to fine_tuned_gpt2\gpt2_finetuned_best_loss_2.7500.pt
step 425, loss: 3.2700, current_lr: 0.000061
step 426, loss: 3.1862, current_lr: 0.000061
step 427, loss: 3.3114, current_lr: 0.000061
step 428, loss: 3.1522, current_lr: 0.000061
step 429, loss: 3.1151, current_lr: 0.000062
step 430, loss: 3.1019, current_lr: 0.000062
step 431, loss: 3.3663, current_lr: 0.000062
step 432, loss: 3.0301, current_lr: 0.000062
step 433, loss: 3.3168, current_lr: 0.000062
step 434, loss: 3.6530, current_lr: 0.000062
step 435, loss: 3.7740, current_lr: 0.000062
step 436, loss: 3.6433, current_lr: 0.000063
step 437, loss: 3.5655, current_lr: 0.000063
step 438, loss: 3.6715, current_lr: 0.000063
step 439, loss: 3.4472, current_lr: 0.000063
step 440, loss: 3.6842, current_lr: 0.000063
step 441, loss: 3.7157, current_lr: 0.000063
step 442, loss: 3.7359, current_lr: 0.000064
step 443, loss: 3.7702, current_lr: 0.000064
step 444, loss: 3.4708, current_lr: 0.000064
step 445, loss: 3.7188, current_lr: 0.000064
step 446, loss: 3.2971, current_lr: 0.000064
step 447, loss: 3.5578, current_lr: 0.000064
step 448, loss: 3.4119, current_lr: 0.000064
step 449, loss: 3.3202, current_lr: 0.000065
step 450, loss: 3.6142, current_lr: 0.000065
step 451, loss: 3.6339, current_lr: 0.000065
step 452, loss: 3.4987, current_lr: 0.000065
step 453, loss: 3.6289, current_lr: 0.000065
step 454, loss: 3.0437, current_lr: 0.000065
step 455, loss: 3.6150, current_lr: 0.000066
step 456, loss: 3.2290, current_lr: 0.000066
step 457, loss: 2.8170, current_lr: 0.000066
step 458, loss: 3.0903, current_lr: 0.000066
step 459, loss: 3.2886, current_lr: 0.000066
step 460, loss: 3.3831, current_lr: 0.000066
step 461, loss: 3.4456, current_lr: 0.000067
step 462, loss: 3.3863, current_lr: 0.000067
step 463, loss: 3.0536, current_lr: 0.000067
step 464, loss: 3.5399, current_lr: 0.000067
step 465, loss: 3.0097, current_lr: 0.000067
step 466, loss: 3.1661, current_lr: 0.000067
step 467, loss: 3.2675, current_lr: 0.000068
step 468, loss: 3.1009, current_lr: 0.000068
step 469, loss: 3.1513, current_lr: 0.000068
step 470, loss: 3.0813, current_lr: 0.000068
step 471, loss: 3.2376, current_lr: 0.000068
step 472, loss: 3.7055, current_lr: 0.000068
step 473, loss: 3.4969, current_lr: 0.000069
step 474, loss: 3.3767, current_lr: 0.000069
step 475, loss: 3.3070, current_lr: 0.000069
step 476, loss: 3.0865, current_lr: 0.000069
step 477, loss: 3.0747, current_lr: 0.000069
step 478, loss: 2.8323, current_lr: 0.000069
step 479, loss: 3.2760, current_lr: 0.000070
step 480, loss: 3.2691, current_lr: 0.000070
step 481, loss: 3.2213, current_lr: 0.000070
step 482, loss: 3.0337, current_lr: 0.000070
step 483, loss: 3.1153, current_lr: 0.000070
step 484, loss: 2.8614, current_lr: 0.000070
step 485, loss: 2.9225, current_lr: 0.000071
step 486, loss: 2.9478, current_lr: 0.000071
step 487, loss: 2.8050, current_lr: 0.000071
step 488, loss: 2.6288, current_lr: 0.000071
Saved best model with loss: 2.6288 to fine_tuned_gpt2\gpt2_finetuned_best_loss_2.6288.pt
step 489, loss: 3.2249, current_lr: 0.000071
step 490, loss: 3.5384, current_lr: 0.000071
step 491, loss: 3.5741, current_lr: 0.000072
step 492, loss: 3.6247, current_lr: 0.000072
step 493, loss: 3.0546, current_lr: 0.000072
step 494, loss: 3.1203, current_lr: 0.000072
step 495, loss: 3.4592, current_lr: 0.000072
step 496, loss: 3.3771, current_lr: 0.000073
step 497, loss: 3.0835, current_lr: 0.000073
step 498, loss: 3.4121, current_lr: 0.000073
step 499, loss: 3.4631, current_lr: 0.000073
step 500, loss: 3.3089, current_lr: 0.000073
step 501, loss: 3.2816, current_lr: 0.000073
step 502, loss: 3.3734, current_lr: 0.000074
step 503, loss: 3.1242, current_lr: 0.000074
step 504, loss: 3.2441, current_lr: 0.000074
step 505, loss: 3.2485, current_lr: 0.000074
step 506, loss: 2.8018, current_lr: 0.000074
step 507, loss: 3.2265, current_lr: 0.000074
step 508, loss: 3.1033, current_lr: 0.000075
step 509, loss: 3.2142, current_lr: 0.000075
step 510, loss: 2.8836, current_lr: 0.000075
step 511, loss: 3.0882, current_lr: 0.000075
step 512, loss: 3.0028, current_lr: 0.000075
step 513, loss: 3.2316, current_lr: 0.000076
step 514, loss: 3.1814, current_lr: 0.000076
step 515, loss: 3.4426, current_lr: 0.000076
step 516, loss: 3.2186, current_lr: 0.000076
step 517, loss: 3.1556, current_lr: 0.000076
step 518, loss: 3.2949, current_lr: 0.000076
step 519, loss: 3.0754, current_lr: 0.000077
step 520, loss: 2.9734, current_lr: 0.000077
step 521, loss: 3.1519, current_lr: 0.000077
step 522, loss: 3.1522, current_lr: 0.000077
step 523, loss: 3.1915, current_lr: 0.000077
step 524, loss: 2.8303, current_lr: 0.000078
step 525, loss: 3.1681, current_lr: 0.000078
step 526, loss: 3.1420, current_lr: 0.000078
step 527, loss: 2.9086, current_lr: 0.000078
step 528, loss: 2.7889, current_lr: 0.000078
step 529, loss: 3.0040, current_lr: 0.000078
step 530, loss: 2.9100, current_lr: 0.000079
step 531, loss: 3.3034, current_lr: 0.000079
step 532, loss: 3.2788, current_lr: 0.000079
step 533, loss: 3.1259, current_lr: 0.000079
step 534, loss: 2.8326, current_lr: 0.000079
step 535, loss: 3.3483, current_lr: 0.000080
step 536, loss: 2.9238, current_lr: 0.000080
step 537, loss: 2.8384, current_lr: 0.000080
step 538, loss: 2.8311, current_lr: 0.000080
